"W_DATE","W_TIME","W_WEEK","CTGRY","KIND","STDM","M_KOR_STN_NM","M_STN_C_DST","BEF_TWO_H_GOFF_PRNB","BEF_ONE_H_GOFF_PRNB","GOFF_PRNB"
"20180301","14","목","1","0","수원 월드컵","신수원","2.482400","421","398","342"
"20180301","14","목","1","0","전주 월드컵","신창(순천향대)","99.999999","75","58","96"
"20180301","16","목","1","0","제주 월드컵","부전(동해선)","99.999999","386","184","337"
"20180303","14","토","1","0","포항 스틸야드","일광(동해선)","83.167500","217","203","207"
"20180303","16","토","1","0","춘천 송암","남춘천","3.455800","260","188","205"
"20180304","14","일","1","0","창원 축구센터","부전(동해선)","32.817100","196","224","282"
"20180310","14","토","1","0","인천 전용","도원","0.298700","688","1565","453"
"20180310","14","토","1","0","창원 축구센터","부전(동해선)","32.817100","309","298","366"
"20180310","16","토","1","0","울산 문수","일광(동해선)","29.950900","207","135","158"
"20180311","16","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180313","13","화","2","1","광주","신창(순천향대)","99.999999","174","171","61"
"20180313","13","화","2","1","대전","쌍용(나사렛대)","60.012600","266","222","130"
"20180313","13","화","2","1","사직","거제(동해선)","1.314800","86","92","82"
"20180313","13","화","2","1","수원","화서","2.453800","226","239","335"
"20180314","13","수","2","1","광주","신창(순천향대)","99.999999","154","317","91"
"20180314","13","수","2","1","대전","쌍용(나사렛대)","60.012600","297","239","202"
"20180314","13","수","2","1","사직","거제(동해선)","1.314800","57","75","75"
"20180314","13","수","2","1","수원","화서","2.453800","234","269","336"
"20180315","13","목","2","1","대구","동래(동해선)","79.416000","33","23","36"
"20180315","13","목","2","1","대전","쌍용(나사렛대)","60.012600","142","245","111"
"20180315","13","목","2","1","사직","거제(동해선)","1.314800","85","54","54"
"20180315","17","목","2","1","광주","신창(순천향대)","99.999999","32","88","61"
"20180316","13","금","2","1","광주","신창(순천향대)","99.999999","128","125","54"
"20180316","13","금","2","1","대구","동래(동해선)","79.416000","24","35","45"
"20180316","13","금","2","1","대전","쌍용(나사렛대)","60.012600","106","108","176"
"20180316","13","금","2","1","사직","거제(동해선)","1.314800","79","64","79"
"20180317","13","토","2","1","대구","동래(동해선)","79.416000","29","42","70"
"20180317","13","토","2","1","대전","쌍용(나사렛대)","60.012600","129","70","129"
"20180317","13","토","2","1","문학","연수","2.224000","287","324","316"
"20180317","13","토","2","1","수원","화서","2.453800","434","364","426"
"20180317","13","토","2","1","잠실","선릉","2.423500","871","984","996"
"20180317","14","토","1","0","인천 전용","도원","0.298700","528","898","377"
"20180317","14","토","1","0","춘천 송암","남춘천","3.455800","563","372","308"
"20180318","13","일","2","1","대구","동래(동해선)","79.416000","39","34","77"
"20180318","13","일","2","1","대전","쌍용(나사렛대)","60.012600","96","46","79"
"20180318","13","일","2","1","문학","연수","2.224000","253","262","215"
"20180318","13","일","2","1","수원","화서","2.453800","377","365","300"
"20180318","14","일","1","0","울산 문수","일광(동해선)","29.950900","272","241","233"
"20180318","14","일","2","1","잠실","선릉","2.423500","427","428","293"
"20180318","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","116","66","141"
"20180318","16","일","1","0","수원 월드컵","신수원","2.482400","397","410","442"
"20180320","13","화","2","1","고척","구일","0.300200","395","977","570"
"20180320","13","화","2","1","문학","연수","2.224000","201","210","212"
"20180320","13","화","2","1","잠실","선릉","2.423500","832","784","868"
"20180320","17","화","2","1","대구","동래(동해선)","79.416000","43","54","80"
"20180320","17","화","2","1","사직","거제(동해선)","1.314800","65","54","119"
"20180321","13","수","2","1","고척","구일","0.300200","429","1005","685"
"20180321","13","수","2","1","대구","동래(동해선)","79.416000","21","28","34"
"20180321","13","수","2","1","사직","거제(동해선)","1.314800","44","53","56"
"20180321","13","수","2","1","잠실","선릉","2.423500","825","768","763"
"20180321","17","수","2","1","문학","연수","2.224000","229","305","519"
"20180324","14","토","2","2","고척","구일","0.300200","2383","4415","974"
"20180324","14","토","2","2","광주","신창(순천향대)","99.999999","112","74","107"
"20180324","14","토","2","2","문학","연수","2.224000","299","292","321"
"20180324","14","토","2","2","잠실","선릉","2.423500","999","1009","705"
"20180325","14","일","2","2","고척","구일","0.300200","1402","3311","620"
"20180325","14","일","2","2","광주","신창(순천향대)","99.999999","110","91","168"
"20180325","14","일","2","2","문학","연수","2.224000","266","288","290"
"20180325","14","일","2","2","잠실","선릉","2.423500","412","492","290"
"20180327","18","화","2","2","고척","구일","0.300200","516","1147","1925"
"20180327","18","화","2","2","광주","신창(순천향대)","99.999999","105","62","156"
"20180327","18","화","2","2","문학","연수","2.224000","297","472","776"
"20180327","18","화","2","2","잠실","선릉","2.423500","674","798","1027"
"20180328","18","수","2","2","고척","구일","0.300200","518","850","2239"
"20180328","18","수","2","2","광주","신창(순천향대)","99.999999","102","71","142"
"20180328","18","수","2","2","문학","연수","2.224000","358","528","902"
"20180328","18","수","2","2","잠실","선릉","2.423500","696","846","1173"
"20180329","18","목","2","2","고척","구일","0.300200","477","1065","1540"
"20180329","18","목","2","2","광주","신창(순천향대)","99.999999","101","62","123"
"20180329","18","목","2","2","문학","연수","2.224000","358","476","762"
"20180329","18","목","2","2","잠실","선릉","2.423500","727","961","1103"
"20180330","18","금","2","2","대구","동래(동해선)","79.416000","137","109","111"
"20180330","18","금","2","2","대전","쌍용(나사렛대)","60.012600","112","234","218"
"20180330","18","금","2","2","사직","거제(동해선)","1.314800","88","251","196"
"20180330","18","금","2","2","잠실","선릉","2.423500","822","926","1209"
"20180330","19","금","2","2","수원","화서","2.453800","840","1195","1553"
"20180331","14","토","1","0","제주 월드컵","부전(동해선)","99.999999","267","312","402"
"20180331","14","토","1","0","포항 스틸야드","일광(동해선)","83.167500","235","287","202"
"20180331","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","115","124","96"
"20180331","17","토","2","2","대구","동래(동해선)","79.416000","97","97","151"
"20180331","17","토","2","2","대전","쌍용(나사렛대)","60.012600","177","147","128"
"20180331","17","토","2","2","사직","거제(동해선)","1.314800","227","146","127"
"20180331","17","토","2","2","수원","화서","2.453800","544","699","688"
"20180331","17","토","2","2","잠실","선릉","2.423500","572","523","609"
"20180401","14","일","2","2","대구","동래(동해선)","79.416000","47","69","71"
"20180401","14","일","2","2","대전","쌍용(나사렛대)","60.012600","55","96","64"
"20180401","14","일","2","2","사직","거제(동해선)","1.314800","123","152","113"
"20180401","14","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180401","14","일","2","2","수원","화서","2.453800","307","367","341"
"20180401","14","일","2","2","잠실","선릉","2.423500","343","387","298"
"20180401","16","일","1","0","춘천 송암","남춘천","3.455800","244","264","240"
"20180403","18","화","2","2","고척","구일","0.300200","456","786","1418"
"20180403","18","화","2","2","대전","쌍용(나사렛대)","60.012600","90","294","364"
"20180403","18","화","2","2","문학","연수","2.224000","313","477","770"
"20180403","18","화","2","2","잠실","선릉","2.423500","639","831","982"
"20180404","18","수","2","2","고척","구일","0.300200","484","901","1608"
"20180404","18","수","2","2","대전","쌍용(나사렛대)","60.012600","146","206","249"
"20180404","18","수","2","2","문학","연수","2.224000","393","514","798"
"20180404","18","수","2","2","잠실","선릉","2.423500","622","809","1010"
"20180405","18","목","2","2","고척","구일","0.300200","439","796","1353"
"20180405","18","목","2","2","대전","쌍용(나사렛대)","60.012600","86","316","222"
"20180405","18","목","2","2","문학","연수","2.224000","299","441","717"
"20180405","18","목","2","2","잠실","선릉","2.423500","683","838","1209"
"20180406","18","금","2","2","광주","신창(순천향대)","99.999999","140","61","213"
"20180406","18","금","2","2","문학","연수","2.224000","328","457","751"
"20180406","18","금","2","2","사직","거제(동해선)","1.314800","86","127","159"
"20180406","18","금","2","2","수원","화서","2.453800","510","720","1219"
"20180406","18","금","2","2","잠실","선릉","2.423500","704","976","1157"
"20180407","14","토","1","0","인천 전용","도원","0.298700","369","707","320"
"20180407","16","토","1","0","창원 축구센터","부전(동해선)","32.817100","376","236","380"
"20180407","17","토","2","2","광주","신창(순천향대)","99.999999","133","144","79"
"20180407","17","토","2","2","문학","연수","2.224000","331","400","435"
"20180407","17","토","2","2","사직","거제(동해선)","1.314800","174","128","118"
"20180407","17","토","2","2","수원","화서","2.453800","494","598","580"
"20180407","17","토","2","2","잠실","선릉","2.423500","624","652","564"
"20180408","14","일","2","2","광주","신창(순천향대)","99.999999","126","93","195"
"20180408","14","일","2","2","문학","연수","2.224000","186","255","295"
"20180408","14","일","2","2","사직","거제(동해선)","1.314800","92","134","90"
"20180408","14","일","2","2","수원","화서","2.453800","267","308","318"
"20180408","14","일","1","0","수원 월드컵","신수원","2.482400","338","355","354"
"20180408","14","일","2","2","잠실","선릉","2.423500","500","591","345"
"20180408","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","286","240","209"
"20180408","16","일","1","0","울산 문수","일광(동해선)","29.950900","209","136","143"
"20180408","16","일","1","0","제주 월드컵","부전(동해선)","99.999999","399","266","447"
"20180410","18","화","2","2","대구","동래(동해선)","79.416000","81","83","134"
"20180410","18","화","2","2","대전","쌍용(나사렛대)","60.012600","143","228","278"
"20180410","18","화","2","2","울산","일광(동해선)","29.895300","93","103","103"
"20180410","18","화","2","2","잠실","선릉","2.423500","712","849","1227"
"20180411","18","수","2","2","대구","동래(동해선)","79.416000","60","75","109"
"20180411","18","수","2","2","대전","쌍용(나사렛대)","60.012600","94","256","322"
"20180411","18","수","2","2","울산","일광(동해선)","29.895300","107","73","105"
"20180411","18","수","2","2","잠실","선릉","2.423500","702","893","1088"
"20180411","19","수","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180411","19","수","1","0","인천 전용","도원","0.298700","292","489","470"
"20180411","19","수","1","0","창원 축구센터","부전(동해선)","32.817100","254","221","120"
"20180411","20","수","1","0","춘천 송암","남춘천","3.455800","123","317","106"
"20180412","18","목","2","2","대구","동래(동해선)","79.416000","109","81","120"
"20180412","18","목","2","2","대전","쌍용(나사렛대)","60.012600","175","241","263"
"20180412","18","목","2","2","울산","일광(동해선)","29.895300","87","120","94"
"20180412","18","목","2","2","잠실","선릉","2.423500","685","847","1179"
"20180413","18","금","2","2","고척","구일","0.300200","606","1442","2240"
"20180413","18","금","2","2","광주","신창(순천향대)","99.999999","115","84","187"
"20180413","18","금","2","2","대전","쌍용(나사렛대)","60.012600","175","199","231"
"20180413","18","금","2","2","문학","연수","2.224000","379","506","794"
"20180413","18","금","2","2","잠실","선릉","2.423500","741","963","1136"
"20180414","14","토","1","0","수원 월드컵","신수원","2.482400","478","411","390"
"20180414","14","토","1","0","울산 문수","일광(동해선)","29.950900","134","174","117"
"20180414","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","109","125","83"
"20180414","16","토","1","0","제주 월드컵","부전(동해선)","99.999999","194","141","199"
"20180414","17","토","2","2","고척","구일","0.300200","1609","3128","932"
"20180414","17","토","2","2","광주","신창(순천향대)","99.999999","125","83","75"
"20180414","17","토","2","2","대전","쌍용(나사렛대)","60.012600","168","89","162"
"20180414","17","토","2","2","문학","연수","2.224000","295","342","388"
"20180414","17","토","2","2","잠실","선릉","2.423500","625","728","652"
"20180415","14","일","2","2","고척","구일","0.300200","2040","3255","1360"
"20180415","14","일","2","2","광주","신창(순천향대)","99.999999","126","89","122"
"20180415","14","일","2","2","대전","쌍용(나사렛대)","60.012600","42","93","105"
"20180415","14","일","2","2","문학","연수","2.224000","241","254","272"
"20180415","14","일","2","2","잠실","선릉","2.423500","566","602","305"
"20180415","16","일","1","0","포항 스틸야드","일광(동해선)","83.167500","196","151","154"
"20180417","18","화","2","2","고척","구일","0.300200","454","820","1355"
"20180417","18","화","2","2","광주","신창(순천향대)","99.999999","101","60","142"
"20180417","18","화","2","2","사직","거제(동해선)","1.314800","61","188","176"
"20180417","18","화","2","2","수원","화서","2.453800","540","743","1462"
"20180417","18","화","2","2","잠실","선릉","2.423500","696","823","1153"
"20180418","18","수","2","2","고척","구일","0.300200","477","1032","1508"
"20180418","18","수","2","2","광주","신창(순천향대)","99.999999","128","54","106"
"20180418","18","수","2","2","사직","거제(동해선)","1.314800","58","164","189"
"20180418","18","수","2","2","수원","화서","2.453800","620","830","1387"
"20180418","18","수","2","2","잠실","선릉","2.423500","682","833","1085"
"20180419","18","목","2","2","고척","구일","0.300200","406","648","1631"
"20180419","18","목","2","2","광주","신창(순천향대)","99.999999","114","47","122"
"20180419","18","목","2","2","사직","거제(동해선)","1.314800","51","220","185"
"20180419","18","목","2","2","수원","화서","2.453800","536","829","1316"
"20180419","18","목","2","2","잠실","선릉","2.423500","692","888","1145"
"20180420","18","금","2","2","대구","동래(동해선)","79.416000","54","135","120"
"20180420","18","금","2","2","대전","쌍용(나사렛대)","60.012600","109","282","243"
"20180420","18","금","2","2","사직","거제(동해선)","1.314800","76","191","184"
"20180420","18","금","2","2","잠실","선릉","2.423500","746","827","1149"
"20180421","14","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180421","16","토","1","0","포항 스틸야드","일광(동해선)","83.167500","187","150","188"
"20180421","17","토","2","2","대구","동래(동해선)","79.416000","105","91","139"
"20180421","17","토","2","2","대전","쌍용(나사렛대)","60.012600","168","92","182"
"20180421","17","토","2","2","사직","거제(동해선)","1.314800","237","172","162"
"20180421","17","토","2","2","잠실","선릉","2.423500","616","706","602"
"20180422","14","일","2","2","대구","동래(동해선)","79.416000","29","74","57"
"20180422","14","일","2","2","대전","쌍용(나사렛대)","60.012600","34","125","64"
"20180422","14","일","2","2","사직","거제(동해선)","1.314800","76","148","119"
"20180422","14","일","2","2","잠실","선릉","2.423500","478","474","282"
"20180422","14","일","1","0","제주 월드컵","부전(동해선)","99.999999","185","197","345"
"20180422","16","일","1","0","인천 전용","도원","0.298700","348","689","316"
"20180422","16","일","1","0","창원 축구센터","부전(동해선)","32.817100","345","243","340"
"20180424","18","화","2","2","광주","신창(순천향대)","99.999999","112","48","114"
"20180424","18","화","2","2","대구","동래(동해선)","79.416000","67","77","118"
"20180424","18","화","2","2","문학","연수","2.224000","320","456","677"
"20180424","18","화","2","2","수원","화서","2.453800","563","824","1321"
"20180424","18","화","2","2","잠실","선릉","2.423500","649","814","1013"
"20180425","18","수","2","2","광주","신창(순천향대)","99.999999","140","80","127"
"20180425","18","수","2","2","대구","동래(동해선)","79.416000","95","83","126"
"20180425","18","수","2","2","문학","연수","2.224000","360","590","849"
"20180425","18","수","2","2","수원","화서","2.453800","559","791","1385"
"20180425","18","수","2","2","잠실","선릉","2.423500","697","802","1072"
"20180425","19","수","1","0","수원 월드컵","신수원","2.482400","565","865","772"
"20180425","19","수","1","0","울산 문수","일광(동해선)","29.950900","101","122","76"
"20180425","19","수","1","0","포항 스틸야드","일광(동해선)","83.167500","101","122","76"
"20180425","20","수","1","0","춘천 송암","남춘천","3.455800","115","278","125"
"20180426","18","목","2","2","광주","신창(순천향대)","99.999999","130","74","156"
"20180426","18","목","2","2","대구","동래(동해선)","79.416000","77","63","128"
"20180426","18","목","2","2","문학","연수","2.224000","376","502","702"
"20180426","18","목","2","2","수원","화서","2.453800","579","726","1196"
"20180426","18","목","2","2","잠실","선릉","2.423500","685","869","1138"
"20180427","18","금","2","2","고척","구일","0.300200","562","1131","1737"
"20180427","18","금","2","2","사직","거제(동해선)","1.314800","80","218","180"
"20180427","18","금","2","2","수원","화서","2.453800","642","815","1400"
"20180427","18","금","2","2","잠실","선릉","2.423500","722","881","1193"
"20180428","16","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180428","16","토","1","0","울산 문수","일광(동해선)","29.950900","200","182","180"
"20180428","17","토","2","2","고척","구일","0.300200","1258","2349","846"
"20180428","17","토","2","2","사직","거제(동해선)","1.314800","228","167","104"
"20180428","17","토","2","2","수원","화서","2.453800","542","709","642"
"20180428","17","토","2","2","잠실","선릉","2.423500","587","651","628"
"20180429","14","일","2","2","고척","구일","0.300200","782","1673","591"
"20180429","14","일","2","2","사직","거제(동해선)","1.314800","125","128","98"
"20180429","14","일","2","2","수원","화서","2.453800","337","379","408"
"20180429","14","일","2","2","잠실","선릉","2.423500","452","555","352"
"20180429","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","103","73","131"
"20180429","16","일","1","0","인천 전용","도원","0.298700","276","715","284"
"20180429","16","일","1","0","춘천 송암","남춘천","3.455800","260","274","238"
"20180501","18","화","2","2","대구","동래(동해선)","79.416000","97","85","100"
"20180501","18","화","2","2","대전","쌍용(나사렛대)","60.012600","160","229","173"
"20180501","18","화","2","2","사직","거제(동해선)","1.314800","76","208","135"
"20180501","18","화","2","2","잠실","선릉","2.423500","502","585","595"
"20180502","18","수","2","2","대구","동래(동해선)","79.416000","60","45","116"
"20180502","18","수","2","2","대전","쌍용(나사렛대)","60.012600","138","128","273"
"20180502","18","수","2","2","사직","거제(동해선)","1.314800","44","142","145"
"20180502","18","수","2","2","잠실","선릉","2.423500","598","826","1063"
"20180502","19","수","1","0","상주 시민","천안","99.967400","513","477","400"
"20180502","19","수","1","0","수원 월드컵","신수원","2.482400","608","815","834"
"20180502","19","수","1","0","전주 월드컵","신창(순천향대)","99.999999","60","139","113"
"20180502","19","수","1","0","제주 월드컵","부전(동해선)","99.999999","164","163","75"
"20180502","19","수","1","0","창원 축구센터","부전(동해선)","32.817100","164","163","75"
"20180502","19","수","1","0","포항 스틸야드","일광(동해선)","83.167500","86","91","93"
"20180503","18","목","2","2","대구","동래(동해선)","79.416000","84","73","92"
"20180503","18","목","2","2","대전","쌍용(나사렛대)","60.012600","86","293","264"
"20180503","18","목","2","2","사직","거제(동해선)","1.314800","48","198","174"
"20180503","18","목","2","2","잠실","선릉","2.423500","722","786","1140"
"20180504","18","금","2","2","광주","신창(순천향대)","99.999999","132","70","168"
"20180504","18","금","2","2","대구","동래(동해선)","79.416000","103","74","125"
"20180504","18","금","2","2","문학","연수","2.224000","364","467","762"
"20180504","18","금","2","2","수원","화서","2.453800","918","861","1382"
"20180504","18","금","2","2","잠실","선릉","2.423500","760","920","1074"
"20180505","14","토","2","2","광주","신창(순천향대)","99.999999","119","78","100"
"20180505","14","토","2","2","대구","동래(동해선)","79.416000","47","77","59"
"20180505","14","토","2","2","문학","연수","2.224000","268","299","285"
"20180505","14","토","2","2","수원","화서","2.453800","337","370","388"
"20180505","14","토","1","0","울산 문수","일광(동해선)","29.950900","250","311","224"
"20180505","14","토","1","0","인천 전용","도원","0.298700","413","807","211"
"20180505","14","토","2","2","잠실","선릉","2.423500","663","669","398"
"20180505","16","토","1","0","상주 시민","천안","99.967400","741","637","663"
"20180505","16","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180506","14","일","2","2","광주","신창(순천향대)","99.999999","82","52","85"
"20180506","14","일","2","2","대구","동래(동해선)","79.416000","24","36","15"
"20180506","14","일","2","2","문학","연수","2.224000","176","216","242"
"20180506","14","일","2","2","수원","화서","2.453800","174","210","278"
"20180506","14","일","2","2","잠실","선릉","2.423500","302","337","246"
"20180508","18","화","2","2","고척","구일","0.300200","553","1341","2389"
"20180508","18","화","2","2","광주","신창(순천향대)","99.999999","111","74","172"
"20180508","18","화","2","2","수원","화서","2.453800","557","820","1358"
"20180508","18","화","2","2","잠실","선릉","2.423500","681","713","907"
"20180509","18","수","2","2","고척","구일","0.300200","630","1769","2768"
"20180509","18","수","2","2","광주","신창(순천향대)","99.999999","123","80","172"
"20180509","18","수","2","2","수원","화서","2.453800","527","837","1451"
"20180509","18","수","2","2","잠실","선릉","2.423500","712","858","1152"
"20180510","18","목","2","2","고척","구일","0.300200","574","1709","3039"
"20180510","18","목","2","2","광주","신창(순천향대)","99.999999","95","63","164"
"20180510","18","목","2","2","수원","화서","2.453800","570","757","1420"
"20180510","18","목","2","2","잠실","선릉","2.423500","807","962","1204"
"20180511","18","금","2","2","대구","동래(동해선)","79.416000","126","84","125"
"20180511","18","금","2","2","대전","쌍용(나사렛대)","60.012600","176","206","274"
"20180511","18","금","2","2","문학","연수","2.224000","362","458","781"
"20180511","18","금","2","2","사직","거제(동해선)","1.314800","71","238","165"
"20180511","18","금","2","2","잠실","선릉","2.423500","783","863","1173"
"20180512","14","토","1","0","전주 월드컵","신창(순천향대)","99.999999","110","44","103"
"20180512","14","토","1","0","춘천 송암","남춘천","3.455800","391","291","225"
"20180512","16","토","1","0","제주 월드컵","부전(동해선)","99.999999","406","253","304"
"20180512","17","토","2","2","대구","동래(동해선)","79.416000","83","73","68"
"20180512","17","토","2","2","대전","쌍용(나사렛대)","60.012600","149","90","186"
"20180512","17","토","2","2","문학","연수","2.224000","295","309","414"
"20180512","17","토","2","2","사직","거제(동해선)","1.314800","147","84","101"
"20180512","17","토","2","2","잠실","선릉","2.423500","677","675","573"
"20180513","14","일","2","2","대구","동래(동해선)","79.416000","35","62","53"
"20180513","14","일","2","2","대전","쌍용(나사렛대)","60.012600","45","111","67"
"20180513","14","일","2","2","문학","연수","2.224000","222","268","281"
"20180513","14","일","2","2","사직","거제(동해선)","1.314800","107","189","74"
"20180513","14","일","1","0","상주 시민","천안","99.967400","728","484","657"
"20180513","14","일","2","2","잠실","선릉","2.423500","442","471","281"
"20180513","16","일","1","0","수원 월드컵","신수원","2.482400","411","337","430"
"20180513","16","일","1","0","울산 문수","일광(동해선)","29.950900","216","212","235"
"20180515","18","화","2","2","고척","구일","0.300200","651","2389","3881"
"20180515","18","화","2","2","대전","쌍용(나사렛대)","60.012600","152","246","320"
"20180515","18","화","2","2","잠실","선릉","2.423500","601","866","1037"
"20180515","18","화","2","2","포항","일광(동해선)","83.156500","86","146","105"
"20180516","18","수","2","2","고척","구일","0.300200","646","1998","3526"
"20180516","18","수","2","2","대전","쌍용(나사렛대)","60.012600","132","192","245"
"20180516","18","수","2","2","잠실","선릉","2.423500","552","841","1073"
"20180516","18","수","2","2","포항","일광(동해선)","83.156500","82","94","101"
"20180517","18","목","2","2","고척","구일","0.300200","735","2162","3681"
"20180517","18","목","2","2","대전","쌍용(나사렛대)","60.012600","158","249","272"
"20180517","18","목","2","2","잠실","선릉","2.423500","730","887","1111"
"20180517","18","목","2","2","포항","일광(동해선)","83.156500","94","58","101"
"20180518","18","금","2","2","고척","구일","0.300200","512","1383","1936"
"20180518","18","금","2","2","광주","신창(순천향대)","99.999999","93","68","200"
"20180518","18","금","2","2","사직","거제(동해선)","1.314800","48","174","172"
"20180518","18","금","2","2","수원","화서","2.453800","590","857","1451"
"20180518","18","금","2","2","잠실","선릉","2.423500","757","969","1211"
"20180519","14","토","1","0","창원 축구센터","부전(동해선)","32.817100","359","281","373"
"20180519","17","토","2","2","고척","구일","0.300200","1353","2514","877"
"20180519","17","토","2","2","광주","신창(순천향대)","99.999999","117","113","73"
"20180519","17","토","2","2","사직","거제(동해선)","1.314800","178","123","103"
"20180519","17","토","2","2","수원","화서","2.453800","506","656","650"
"20180519","17","토","2","2","잠실","선릉","2.423500","546","561","637"
"20180520","14","일","2","2","고척","구일","0.300200","868","1778","656"
"20180520","14","일","2","2","광주","신창(순천향대)","99.999999","81","87","114"
"20180520","14","일","2","2","사직","거제(동해선)","1.314800","101","149","69"
"20180520","14","일","1","0","상주 시민","천안","99.967400","678","527","594"
"20180520","14","일","2","2","수원","화서","2.453800","264","378","365"
"20180520","14","일","1","0","인천 전용","도원","0.298700","337","849","320"
"20180520","14","일","2","2","잠실","선릉","2.423500","388","458","267"
"20180520","16","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180520","16","일","1","0","포항 스틸야드","일광(동해선)","83.167500","161","138","189"
"20180522","14","화","2","2","광주","신창(순천향대)","99.999999","85","52","144"
"20180522","14","화","2","2","대구","동래(동해선)","79.416000","25","75","58"
"20180522","14","화","2","2","대전","쌍용(나사렛대)","60.012600","46","141","63"
"20180522","14","화","2","2","문학","연수","2.224000","227","282","303"
"20180522","14","화","2","2","잠실","선릉","2.423500","353","349","342"
"20180523","18","수","2","2","광주","신창(순천향대)","99.999999","118","83","164"
"20180523","18","수","2","2","대구","동래(동해선)","79.416000","79","80","104"
"20180523","18","수","2","2","대전","쌍용(나사렛대)","60.012600","126","199","338"
"20180523","18","수","2","2","문학","연수","2.224000","345","521","759"
"20180523","18","수","2","2","잠실","선릉","2.423500","722","811","1043"
"20180524","18","목","2","2","광주","신창(순천향대)","99.999999","118","66","124"
"20180524","18","목","2","2","대구","동래(동해선)","79.416000","80","82","112"
"20180524","18","목","2","2","대전","쌍용(나사렛대)","60.012600","190","269","259"
"20180524","18","목","2","2","문학","연수","2.224000","331","485","766"
"20180524","18","목","2","2","잠실","선릉","2.423500","677","947","1066"
"20180525","18","금","2","2","고척","구일","0.300200","584","1575","2235"
"20180525","18","금","2","2","문학","연수","2.224000","396","429","796"
"20180525","18","금","2","2","수원","화서","2.453800","785","885","1405"
"20180525","18","금","2","2","잠실","선릉","2.423500","723","933","1209"
"20180526","17","토","2","2","고척","구일","0.300200","1571","3423","1217"
"20180526","17","토","2","2","문학","연수","2.224000","367","397","486"
"20180526","17","토","2","2","수원","화서","2.453800","581","578","731"
"20180526","17","토","2","2","잠실","선릉","2.423500","587","730","632"
"20180527","14","일","2","2","고척","구일","0.300200","958","2660","633"
"20180527","14","일","2","2","문학","연수","2.224000","215","294","316"
"20180527","14","일","2","2","수원","화서","2.453800","268","328","337"
"20180527","14","일","2","2","잠실","선릉","2.423500","507","546","300"
"20180529","18","화","2","2","광주","신창(순천향대)","99.999999","115","107","160"
"20180529","18","화","2","2","대구","동래(동해선)","79.416000","79","72","119"
"20180529","18","화","2","2","대전","쌍용(나사렛대)","60.012600","178","224","260"
"20180529","18","화","2","2","사직","거제(동해선)","1.314800","76","189","153"
"20180529","18","화","2","2","잠실","선릉","2.423500","664","854","1121"
"20180530","18","수","2","2","광주","신창(순천향대)","99.999999","141","115","157"
"20180530","18","수","2","2","대구","동래(동해선)","79.416000","62","93","104"
"20180530","18","수","2","2","대전","쌍용(나사렛대)","60.012600","85","232","281"
"20180530","18","수","2","2","사직","거제(동해선)","1.314800","52","173","195"
"20180530","18","수","2","2","잠실","선릉","2.423500","728","800","1181"
"20180531","18","목","2","2","광주","신창(순천향대)","99.999999","68","58","129"
"20180531","18","목","2","2","대구","동래(동해선)","79.416000","95","84","119"
"20180531","18","목","2","2","대전","쌍용(나사렛대)","60.012600","115","293","305"
"20180531","18","목","2","2","사직","거제(동해선)","1.314800","69","170","159"
"20180531","18","목","2","2","잠실","선릉","2.423500","704","978","1146"
"20180601","18","금","2","2","광주","신창(순천향대)","99.999999","138","55","186"
"20180601","18","금","2","2","문학","연수","2.224000","343","495","766"
"20180601","18","금","2","2","사직","거제(동해선)","1.314800","78","172","150"
"20180601","18","금","2","2","잠실","선릉","2.423500","738","910","1048"
"20180602","17","토","2","2","광주","신창(순천향대)","99.999999","85","116","102"
"20180602","17","토","2","2","문학","연수","2.224000","317","429","493"
"20180602","17","토","2","2","사직","거제(동해선)","1.314800","229","112","102"
"20180602","17","토","2","2","잠실","선릉","2.423500","625","640","563"
"20180603","17","일","2","2","광주","신창(순천향대)","99.999999","240","225","241"
"20180603","17","일","2","2","문학","연수","2.224000","344","291","265"
"20180603","17","일","2","2","사직","거제(동해선)","1.314800","164","120","63"
"20180603","17","일","2","2","잠실","선릉","2.423500","269","223","272"
"20180605","18","화","2","2","고척","구일","0.300200","601","1353","2742"
"20180605","18","화","2","2","문학","연수","2.224000","295","480","834"
"20180605","18","화","2","2","수원","화서","2.453800","510","826","1341"
"20180605","18","화","2","2","잠실","선릉","2.423500","703","775","1125"
"20180606","14","수","2","2","고척","구일","0.300200","1506","3426","679"
"20180606","14","수","2","2","수원","화서","2.453800","352","382","309"
"20180606","14","수","2","2","잠실","선릉","2.423500","436","460","357"
"20180606","17","수","2","2","문학","연수","2.224000","273","309","340"
