"W_DATE","W_TIME","W_WEEK","CTGRY","KIND","STDM","M_KOR_STN_NM","M_STN_C_DST","BEF_TWO_H_GOFF_PRNB","BEF_ONE_H_GOFF_PRNB","GOFF_PRNB"
"20190730","19","화","1","0","인천 전용","도원","0.298700","416","1043","649"
"20190730","19","화","1","0","탄천 종합","야탑","0.741000","1931","3301","2810"
"20190731","18","수","2","2","대구","동래(동해선)","79.416000","87","104","162"
"20190731","18","수","2","2","문학","연수","2.224000","305","414","724"
"20190731","18","수","2","2","수원","화서","2.453800","394","585","1174"
"20190731","18","수","2","2","잠실","선릉","2.423500","511","765","1053"
"20190731","18","수","2","2","창원","부전(동해선)","43.824800","161","193","209"
"20190731","19","수","1","0","전주 월드컵","신창(순천향대)","99.999999","47","110","45"
"20190731","20","수","1","0","춘천 송암","남춘천","3.455800","94","333","128"
"20190801","18","목","2","2","대구","동래(동해선)","79.416000","97","140","165"
"20190801","18","목","2","2","문학","연수","2.224000","297","320","582"
"20190801","18","목","2","2","수원","화서","2.453800","427","572","1046"
"20190801","18","목","2","2","잠실","선릉","2.423500","580","790","1131"
"20190801","18","목","2","2","창원","부전(동해선)","43.824800","191","205","218"
"20190802","20","금","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190803","18","토","2","2","고척","구일","0.300200","883","1275","549"
"20190803","18","토","2","2","광주","신창(순천향대)","99.999999","67","52","95"
"20190803","18","토","2","2","대전","쌍용(나사렛대)","60.012600","62","144","131"
"20190803","18","토","2","2","사직","거제(동해선)","1.314800","109","146","184"
"20190803","18","토","2","2","잠실","선릉","2.423500","416","509","371"
"20190803","19","토","1","0","제주 월드컵","부전(동해선)","99.999999","181","166","173"
"20190803","20","토","1","0","상주 시민","천안","99.967400","544","389","348"
"20190804","17","일","2","2","고척","구일","0.300200","471","911","473"
"20190804","17","일","2","2","광주","신창(순천향대)","99.999999","86","80","54"
"20190804","17","일","2","2","대전","쌍용(나사렛대)","60.012600","100","106","94"
"20190804","17","일","2","2","잠실","선릉","2.423500","281","246","298"
"20190804","18","일","2","2","사직","거제(동해선)","1.314800","99","80","133"
"20190804","20","일","1","0","수원 월드컵","신수원","2.482400","352","309","206"
"20190804","20","일","1","0","인천 전용","도원","0.298700","490","761","181"
"20190804","20","일","1","0","춘천 송암","남춘천","3.455800","188","157","242"
"20190806","18","화","2","2","광주","신창(순천향대)","99.999999","116","44","126"
"20190806","18","화","2","2","문학","연수","2.224000","324","380","684"
"20190806","18","화","2","2","울산","일광(동해선)","29.895300","55","97","72"
"20190806","18","화","2","2","잠실","선릉","2.423500","579","780","1101"
"20190806","18","화","2","2","창원","부전(동해선)","43.824800","74","68","109"
"20190807","18","수","2","2","광주","신창(순천향대)","99.999999","98","60","109"
"20190807","18","수","2","2","문학","연수","2.224000","273","427","675"
"20190807","18","수","2","2","울산","일광(동해선)","29.895300","130","130","136"
"20190807","18","수","2","2","잠실","선릉","2.423500","579","748","1092"
"20190807","18","수","2","2","창원","부전(동해선)","43.824800","165","176","178"
"20190808","18","목","2","2","고척","구일","0.300200","625","1552","2160"
"20190808","18","목","2","2","광주","신창(순천향대)","99.999999","100","35","108"
"20190808","18","목","2","2","대구","동래(동해선)","79.416000","93","123","147"
"20190808","18","목","2","2","잠실","선릉","2.423500","558","850","1204"
"20190808","18","목","2","2","창원","부전(동해선)","43.824800","147","168","224"
"20190809","18","금","2","2","고척","구일","0.300200","444","1171","1783"
"20190809","18","금","2","2","광주","신창(순천향대)","99.999999","96","44","99"
"20190809","18","금","2","2","대구","동래(동해선)","79.416000","107","125","149"
"20190809","18","금","2","2","잠실","선릉","2.423500","518","832","1157"
"20190809","19","금","2","2","창원","부전(동해선)","43.824800","190","210","136"
"20190810","18","토","2","2","고척","구일","0.300200","1426","2792","818"
"20190810","18","토","2","2","대구","동래(동해선)","79.416000","80","116","100"
"20190810","18","토","2","2","수원","화서","2.453800","432","488","518"
"20190810","18","토","2","2","잠실","선릉","2.423500","458","565","427"
"20190810","18","토","2","2","창원","부전(동해선)","43.824800","284","184","149"
"20190810","19","토","1","0","제주 월드컵","부전(동해선)","99.999999","184","149","178"
"20190810","19","토","1","0","창원 축구센터","부전(동해선)","32.817100","184","149","178"
"20190810","20","토","1","0","수원 월드컵","신수원","2.482400","407","348","253"
"20190811","17","일","2","2","고척","구일","0.300200","838","2007","621"
"20190811","17","일","2","2","대구","동래(동해선)","79.416000","39","69","99"
"20190811","17","일","2","2","수원","화서","2.453800","342","380","390"
"20190811","17","일","2","2","잠실","선릉","2.423500","266","274","287"
"20190811","17","일","2","2","창원","부전(동해선)","43.824800","180","226","183"
"20190811","19","일","1","0","울산 종합","일광(동해선)","29.950900","100","125","71"
"20190811","20","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190811","20","일","1","0","포항 스틸야드","일광(동해선)","83.167500","125","71","45"
"20190813","18","화","2","2","광주","신창(순천향대)","99.999999","99","57","112"
"20190813","18","화","2","2","대전","쌍용(나사렛대)","60.012600","71","163","245"
"20190813","18","화","2","2","문학","연수","2.224000","280","443","695"
"20190813","18","화","2","2","사직","거제(동해선)","1.314800","66","154","147"
"20190813","18","화","2","2","잠실","선릉","2.423500","604","897","1077"
"20190814","18","수","2","2","광주","신창(순천향대)","99.999999","83","48","95"
"20190814","18","수","2","2","대전","쌍용(나사렛대)","60.012600","134","91","278"
"20190814","18","수","2","2","문학","연수","2.224000","296","446","730"
"20190814","18","수","2","2","사직","거제(동해선)","1.314800","66","158","136"
"20190814","18","수","2","2","잠실","선릉","2.423500","621","858","1219"
"20190815","17","목","2","2","고척","구일","0.300200","685","1403","627"
"20190815","17","목","2","2","광주","신창(순천향대)","99.999999","51","55","34"
"20190815","17","목","2","2","수원","화서","2.453800","269","310","463"
"20190815","17","목","2","2","잠실","선릉","2.423500","340","282","431"
"20190815","18","목","2","2","사직","거제(동해선)","1.314800","71","75","124"
"20190816","18","금","2","2","고척","구일","0.300200","450","848","1263"
"20190816","18","금","2","2","광주","신창(순천향대)","99.999999","82","41","108"
"20190816","18","금","2","2","사직","거제(동해선)","1.314800","76","172","108"
"20190816","18","금","2","2","수원","화서","2.453800","408","646","1113"
"20190816","18","금","2","2","잠실","선릉","2.423500","676","1011","957"
"20190816","19","금","1","0","전주 월드컵","신창(순천향대)","99.999999","41","108","55"
"20190817","18","토","2","2","고척","구일","0.300200","1313","1927","665"
"20190817","18","토","2","2","광주","신창(순천향대)","99.999999","79","53","90"
"20190817","18","토","2","2","대구","동래(동해선)","79.416000","76","154","100"
"20190817","18","토","2","2","잠실","선릉","2.423500","469","504","362"
"20190817","18","토","2","2","창원","부전(동해선)","43.824800","242","197","189"
"20190817","19","토","1","0","춘천 송암","남춘천","3.455800","300","199","280"
"20190817","19","토","1","0","탄천 종합","야탑","0.741000","1929","1850","1246"
"20190818","17","일","2","2","고척","구일","0.300200","601","1260","479"
"20190818","17","일","2","2","광주","신창(순천향대)","99.999999","75","94","106"
"20190818","17","일","2","2","대구","동래(동해선)","79.416000","47","76","112"
"20190818","17","일","2","2","잠실","선릉","2.423500","297","281","303"
"20190818","17","일","2","2","창원","부전(동해선)","43.824800","211","227","172"
"20190818","19","일","1","0","인천 전용","도원","0.298700","674","1171","214"
"20190818","20","일","1","0","상주 시민","천안","99.967400","602","379","360"
"20190820","18","화","2","2","대전","쌍용(나사렛대)","60.012600","157","127","276"
"20190820","18","화","2","2","문학","연수","2.224000","300","442","720"
"20190820","18","화","2","2","수원","화서","2.453800","377","652","1311"
"20190820","18","화","2","2","잠실","선릉","2.423500","595","886","1079"
"20190820","18","화","2","2","창원","부전(동해선)","43.824800","202","184","229"
"20190821","18","수","2","2","대전","쌍용(나사렛대)","60.012600","69","180","191"
"20190821","18","수","2","2","문학","연수","2.224000","280","457","775"
"20190821","18","수","2","2","수원","화서","2.453800","437","749","1096"
"20190821","18","수","2","2","잠실","선릉","2.423500","595","900","1223"
"20190821","18","수","2","2","창원","부전(동해선)","43.824800","152","139","205"
"20190822","18","목","2","2","고척","구일","0.300200","530","1946","2496"
"20190822","18","목","2","2","대구","동래(동해선)","79.416000","84","97","162"
"20190822","18","목","2","2","문학","연수","2.224000","272","531","723"
"20190822","18","목","2","2","수원","화서","2.453800","434","663","1123"
"20190822","18","목","2","2","잠실","선릉","2.423500","644","982","1153"
"20190823","18","금","2","2","고척","구일","0.300200","610","1422","2341"
"20190823","18","금","2","2","대구","동래(동해선)","79.416000","99","131","176"
"20190823","18","금","2","2","문학","연수","2.224000","344","459","757"
"20190823","18","금","2","2","수원","화서","2.453800","446","825","1294"
"20190823","18","금","2","2","잠실","선릉","2.423500","609","1062","1291"
"20190823","19","금","1","0","창원 축구센터","부전(동해선)","32.817100","195","270","142"
"20190824","18","토","2","2","대구","동래(동해선)","79.416000","105","116","89"
"20190824","18","토","2","2","대전","쌍용(나사렛대)","60.012600","135","154","175"
"20190824","18","토","2","2","문학","연수","2.224000","399","380","474"
"20190824","18","토","2","2","사직","거제(동해선)","1.314800","98","150","150"
"20190824","18","토","2","2","잠실","선릉","2.423500","666","611","444"
"20190824","19","토","1","0","울산 종합","일광(동해선)","29.950900","102","122","116"
"20190824","19","토","1","0","전주 월드컵","신창(순천향대)","99.999999","81","61","78"
"20190825","17","일","2","2","대구","동래(동해선)","79.416000","78","81","111"
"20190825","17","일","2","2","대전","쌍용(나사렛대)","60.012600","109","66","133"
"20190825","17","일","2","2","문학","연수","2.224000","280","300","265"
"20190825","17","일","2","2","잠실","선릉","2.423500","335","297","320"
"20190825","18","일","2","2","사직","거제(동해선)","1.314800","100","115","143"
"20190825","19","일","1","0","제주 월드컵","부전(동해선)","99.999999","186","161","123"
"20190825","19","일","1","0","포항 스틸야드","일광(동해선)","83.167500","84","119","76"
"20190827","18","화","2","2","광주","신창(순천향대)","99.999999","91","50","105"
"20190827","18","화","2","2","울산","일광(동해선)","29.895300","113","119","102"
"20190827","18","화","2","2","잠실","선릉","2.423500","632","987","1130"
"20190827","18","화","2","2","창원","부전(동해선)","43.824800","145","160","198"
"20190827","18","화","2","2","청주","천안","34.859100","390","354","552"
"20190828","18","수","2","2","광주","신창(순천향대)","99.999999","98","51","149"
"20190828","18","수","2","2","울산","일광(동해선)","29.895300","97","182","107"
"20190828","18","수","2","2","잠실","선릉","2.423500","587","1018","1050"
"20190828","18","수","2","2","창원","부전(동해선)","43.824800","187","186","195"
"20190828","18","수","2","2","청주","천안","34.859100","426","458","521"
"20190829","18","목","2","2","고척","구일","0.300200","478","986","1636"
"20190829","18","목","2","2","대구","동래(동해선)","79.416000","97","112","189"
"20190829","18","목","2","2","수원","화서","2.453800","449","756","1224"
"20190829","18","목","2","2","잠실","선릉","2.423500","582","997","1197"
"20190829","18","목","2","2","창원","부전(동해선)","43.824800","167","157","195"
"20190830","18","금","2","2","고척","구일","0.300200","500","958","1695"
"20190830","18","금","2","2","대구","동래(동해선)","79.416000","116","131","163"
"20190830","18","금","2","2","수원","화서","2.453800","512","896","1296"
"20190830","18","금","2","2","잠실","선릉","2.423500","816","1103","1386"
"20190830","19","금","2","2","창원","부전(동해선)","43.824800","267","279","155"
"20190830","20","금","1","0","수원 월드컵","신수원","2.482400","1070","1000","572"
"20190831","18","토","2","2","광주","신창(순천향대)","99.999999","108","95","158"
"20190831","18","토","2","2","대전","쌍용(나사렛대)","60.012600","147","122","189"
"20190831","18","토","2","2","문학","연수","2.224000","341","483","469"
"20190831","18","토","2","2","잠실","선릉","2.423500","699","671","439"
"20190831","18","토","2","2","창원","부전(동해선)","43.824800","342","202","186"
"20190831","19","토","1","0","포항 스틸야드","일광(동해선)","83.167500","112","147","82"
"20190901","14","일","2","2","광주","신창(순천향대)","99.999999","89","73","158"
"20190901","14","일","2","2","대전","쌍용(나사렛대)","60.012600","46","91","51"
"20190901","14","일","2","2","문학","연수","2.224000","242","240","291"
"20190901","14","일","2","2","잠실","선릉","2.423500","472","532","405"
"20190901","14","일","2","2","창원","부전(동해선)","43.824800","234","234","238"
"20190901","19","일","1","0","상주 시민","천안","99.967400","673","710","549"
"20190901","19","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190901","19","일","1","0","인천 전용","도원","0.298700","679","881","193"
"20190901","19","일","1","0","춘천 송암","남춘천","3.455800","301","280","376"
"20190903","18","화","2","2","대전","쌍용(나사렛대)","60.012600","185","195","305"
"20190903","18","화","2","2","문학","연수","2.224000","319","536","751"
"20190903","18","화","2","2","사직","거제(동해선)","1.314800","72","165","133"
"20190903","18","화","2","2","수원","화서","2.453800","508","902","1345"
"20190903","18","화","2","2","잠실","선릉","2.423500","585","951","1025"
"20190904","18","수","2","2","대전","쌍용(나사렛대)","60.012600","185","211","213"
"20190904","18","수","2","2","문학","연수","2.224000","295","490","741"
"20190904","18","수","2","2","사직","거제(동해선)","1.314800","51","187","131"
"20190904","18","수","2","2","수원","화서","2.453800","499","751","1320"
"20190904","18","수","2","2","잠실","선릉","2.423500","612","904","1201"
"20190905","18","목","2","2","고척","구일","0.300200","540","1146","2042"
"20190905","18","목","2","2","문학","연수","2.224000","330","460","699"
"20190905","18","목","2","2","수원","화서","2.453800","464","757","1322"
"20190905","18","목","2","2","잠실","선릉","2.423500","688","982","1209"
"20190905","18","목","2","2","창원","부전(동해선)","43.824800","190","202","211"
"20190906","18","금","2","2","고척","구일","0.300200","630","1111","1979"
"20190906","18","금","2","2","문학","연수","2.224000","368","484","755"
"20190906","18","금","2","2","수원","화서","2.453800","543","849","1277"
"20190906","18","금","2","2","잠실","선릉","2.423500","707","1156","1275"
"20190906","19","금","2","2","창원","부전(동해선)","43.824800","178","237","125"
"20190907","17","토","2","2","광주","신창(순천향대)","99.999999","46","48","54"
"20190907","17","토","2","2","대구","동래(동해선)","79.416000","57","65","94"
"20190907","17","토","2","2","대전","쌍용(나사렛대)","60.012600","88","85","73"
"20190907","17","토","2","2","수원","화서","2.453800","245","341","442"
"20190907","17","토","2","2","잠실","선릉","2.423500","407","400","515"
"20190908","14","일","2","2","광주","신창(순천향대)","99.999999","79","58","111"
"20190908","14","일","2","2","대구","동래(동해선)","79.416000","24","64","52"
"20190908","14","일","2","2","대전","쌍용(나사렛대)","60.012600","44","84","60"
"20190908","14","일","2","2","수원","화서","2.453800","254","305","341"
"20190908","14","일","2","2","잠실","선릉","2.423500","502","438","294"
"20190910","18","화","2","2","대구","동래(동해선)","79.416000","102","109","184"
"20190910","18","화","2","2","문학","연수","2.224000","291","446","710"
"20190910","18","화","2","2","사직","거제(동해선)","1.314800","93","133","133"
"20190910","18","화","2","2","잠실","선릉","2.423500","615","888","1206"
"20190910","18","화","2","2","청주","천안","34.859100","363","485","582"
"20190911","18","수","2","2","대구","동래(동해선)","79.416000","108","144","173"
"20190911","18","수","2","2","문학","연수","2.224000","410","540","738"
"20190911","18","수","2","2","사직","거제(동해선)","1.314800","113","194","127"
"20190911","18","수","2","2","잠실","선릉","2.423500","707","911","854"
"20190911","18","수","2","2","청주","천안","34.859100","803","969","1050"
"20190912","17","목","2","2","고척","구일","0.300200","915","1999","481"
"20190912","17","목","2","2","대구","동래(동해선)","79.416000","41","51","59"
"20190912","17","목","2","2","사직","거제(동해선)","1.314800","90","39","71"
"20190912","17","목","2","2","수원","화서","2.453800","289","337","344"
"20190912","17","목","2","2","잠실","선릉","2.423500","189","203","198"
"20190913","14","금","2","2","고척","구일","0.300200","701","1471","442"
"20190913","14","금","2","2","대구","동래(동해선)","79.416000","18","29","34"
"20190913","14","금","2","2","사직","거제(동해선)","1.314800","64","55","80"
"20190913","14","금","2","2","수원","화서","2.453800","269","327","262"
"20190913","14","금","2","2","잠실","선릉","2.423500","151","187","116"
"20190914","17","토","2","2","대전","쌍용(나사렛대)","60.012600","116","70","126"
"20190914","17","토","2","2","문학","연수","2.224000","244","257","297"
"20190914","17","토","2","2","수원","화서","2.453800","344","415","415"
"20190914","17","토","2","2","잠실","선릉","2.423500","229","241","263"
"20190914","17","토","2","2","창원","부전(동해선)","43.824800","225","269","192"
"20190914","17","토","1","0","창원 축구센터","부전(동해선)","32.817100","225","269","192"
"20190914","19","토","1","0","전주 월드컵","신창(순천향대)","99.999999","147","74","83"
"20190915","14","일","2","2","대전","쌍용(나사렛대)","60.012600","50","125","54"
"20190915","14","일","2","2","문학","연수","2.224000","214","223","266"
"20190915","14","일","2","2","잠실","선릉","2.423500","290","357","240"
"20190915","14","일","2","2","창원","부전(동해선)","43.824800","239","209","261"
"20190915","17","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190915","17","일","1","0","춘천 송암","남춘천","3.455800","306","276","413"
"20190915","19","일","1","0","탄천 종합","야탑","0.741000","1724","1659","1175"
"20190916","18","월","2","2","대구","동래(동해선)","79.416000","90","118","188"
"20190916","18","월","2","2","수원","화서","2.453800","461","854","1346"
"20190916","18","월","2","2","잠실","선릉","2.423500","508","814","920"
"20190917","18","화","2","2","광주","신창(순천향대)","99.999999","101","68","123"
"20190917","18","화","2","2","대전","쌍용(나사렛대)","60.012600","111","261","250"
"20190918","18","수","2","2","광주","신창(순천향대)","99.999999","115","86","146"
"20190918","18","수","2","2","문학","연수","2.224000","324","493","804"
"20190918","18","수","2","2","포항","일광(동해선)","83.156500","148","154","103"
"20190919","15","목","2","2","문학","연수","2.224000","262","244","224"
"20190919","18","목","2","2","대구","동래(동해선)","79.416000","112","136","179"
"20190919","18","목","2","2","문학","연수","2.224000","340","536","759"
"20190919","18","목","2","2","창원","부전(동해선)","43.824800","188","200","217"
"20190920","18","금","2","2","대전","쌍용(나사렛대)","60.012600","171","213","248"
"20190920","18","금","2","2","문학","연수","2.224000","342","551","808"
"20190920","18","금","2","2","사직","거제(동해선)","1.314800","90","184","155"
"20190920","18","금","2","2","잠실","선릉","2.423500","776","1087","1274"
"20190921","17","토","2","2","대전","쌍용(나사렛대)","60.012600","168","90","146"
"20190921","17","토","2","2","사직","거제(동해선)","1.314800","94","72","68"
"20190921","17","토","2","2","수원","화서","2.453800","466","521","600"
"20190921","17","토","2","2","잠실","선릉","2.423500","671","681","690"
"20190921","17","토","1","0","제주 월드컵","부전(동해선)","99.999999","206","178","94"
"20190921","17","토","1","0","포항 스틸야드","일광(동해선)","83.167500","94","112","52"
"20190921","19","토","1","0","수원 월드컵","신수원","2.482400","464","459","441"
"20190922","14","일","2","2","대전","쌍용(나사렛대)","60.012600","31","68","54"
"20190922","14","일","2","2","사직","거제(동해선)","1.314800","28","18","38"
"20190922","14","일","2","2","수원","화서","2.453800","175","237","279"
"20190922","14","일","2","2","잠실","선릉","2.423500","466","568","368"
"20190922","17","일","2","2","대전","쌍용(나사렛대)","60.012600","107","67","131"
"20190922","17","일","1","0","인천 전용","도원","0.298700","613","1050","366"
"20190923","18","월","2","2","사직","거제(동해선)","1.314800","69","108","136"
"20190923","18","월","2","2","수원","화서","2.453800","503","791","1398"
"20190923","18","월","2","2","잠실","선릉","2.423500","561","894","1079"
"20190924","18","화","2","2","광주","신창(순천향대)","99.999999","91","78","115"
"20190924","18","화","2","2","수원","화서","2.453800","564","838","1513"
"20190924","18","화","2","2","잠실","선릉","2.423500","655","1011","1118"
"20190924","18","화","2","2","창원","부전(동해선)","43.824800","205","222","236"
"20190924","19","화","1","0","포항 스틸야드","일광(동해선)","83.167500","119","99","87"
"20190925","18","수","2","2","문학","연수","2.224000","353","555","860"
"20190925","18","수","2","2","사직","거제(동해선)","1.314800","102","152","122"
"20190925","18","수","2","2","창원","부전(동해선)","43.824800","172","209","212"
"20190925","19","수","1","0","상주 시민","천안","99.967400","611","478","504"
"20190925","19","수","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190925","19","수","1","0","수원 월드컵","신수원","2.482400","613","969","879"
"20190925","19","수","1","0","전주 월드컵","신창(순천향대)","99.999999","93","155","53"
"20190925","19","수","1","0","탄천 종합","야탑","0.741000","2385","3607","3144"
"20190926","18","목","2","2","대구","동래(동해선)","79.416000","133","123","198"
"20190926","18","목","2","2","사직","거제(동해선)","1.314800","77","230","148"
"20190926","18","목","2","2","수원","화서","2.453800","609","842","1393"
"20190926","18","목","2","2","창원","부전(동해선)","43.824800","210","230","241"
"20190927","18","금","2","2","대구","동래(동해선)","79.416000","108","134","191"
"20190927","18","금","2","2","사직","거제(동해선)","1.314800","89","126","137"
"20190927","18","금","2","2","잠실","선릉","2.423500","677","1081","1452"
"20190928","14","토","1","0","울산 종합","일광(동해선)","29.950900","184","240","185"
"20190928","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","114","95","108"
"20190928","17","토","2","2","광주","신창(순천향대)","99.999999","95","108","173"
"20190928","17","토","2","2","대구","동래(동해선)","79.416000","84","67","81"
"20190928","17","토","2","2","사직","거제(동해선)","1.314800","131","115","145"
"20190928","17","토","2","2","수원","화서","2.453800","532","690","710"
"20190928","17","토","2","2","잠실","선릉","2.423500","832","771","761"
"20190929","14","일","2","2","대전","쌍용(나사렛대)","60.012600","64","104","86"
"20190929","14","일","2","2","사직","거제(동해선)","1.314800","73","66","100"
"20190929","14","일","2","2","수원","화서","2.453800","273","299","367"
"20190929","14","일","2","2","잠실","선릉","2.423500","427","547","405"
"20190929","14","일","1","0","춘천 송암","남춘천","3.455800","304","160","222"
"20190929","15","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190929","16","일","1","0","창원 축구센터","부전(동해선)","32.817100","251","249","293"
"20190930","18","월","2","2","대전","쌍용(나사렛대)","60.012600","191","220","349"
"20190930","18","월","2","2","잠실","선릉","2.423500","688","831","1102"
"20191001","18","화","2","2","사직","거제(동해선)","1.314800","61","126","117"
"20191001","18","화","2","2","잠실","선릉","2.423500","578","939","1183"
"20191002","19","수","1","0","울산 종합","일광(동해선)","29.950900","96","76","76"
"20191003","14","목","2","3","잠실","선릉","2.423500","636","598","430"
"20191003","16","목","1","0","창원 축구센터","부전(동해선)","32.817100","323","264","223"
"20191006","14","일","2","3","고척","구일","0.300200","2407","4262","709"
"20191006","14","일","1","0","상주 시민","천안","99.967400","507","397","751"
"20191006","14","일","1","0","수원 월드컵","신수원","2.482400","415","363","343"
"20191006","14","일","1","0","인천 전용","도원","0.298700","673","1919","362"
"20191006","14","일","1","0","제주 월드컵","부전(동해선)","99.999999","268","252","271"
"20191006","14","일","1","0","탄천 종합","야탑","0.741000","1618","1643","1654"
"20191006","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","220","248","214"
"20191007","18","월","2","3","고척","구일","0.300200","947","2701","4605"
"20191009","14","수","2","3","잠실","선릉","2.423500","624","614","463"
"20191010","18","목","2","3","잠실","선릉","2.423500","679","1007","1174"
"20191014","18","월","2","3","문학","연수","2.224000","324","494","755"
"20191015","18","화","2","3","문학","연수","2.224000","339","518","725"
"20191017","18","목","2","3","고척","구일","0.300200","972","2199","5192"
"20191019","14","토","1","0","수원 월드컵","신수원","2.482400","415","524","478"
"20191019","16","토","1","0","탄천 종합","야탑","0.741000","2284","2080","2404"
"20191019","18","토","1","0","상주 시민","천안","99.967400","596","642","760"
"20191020","14","일","1","0","춘천 송암","남춘천","3.455800","306","158","203"
"20191020","16","일","1","0","전주 월드컵","신창(순천향대)","99.999999","113","151","150"
"20191022","18","화","2","3","잠실","선릉","2.423500","625","928","1219"
"20191023","18","수","2","3","잠실","선릉","2.423500","639","916","1249"
"20191025","18","금","2","3","고척","구일","0.300200","1482","3560","5423"
"20191026","14","토","2","3","고척","구일","0.300200","2684","4895","1304"
"20191026","14","토","1","0","포항 스틸야드","일광(동해선)","83.167500","219","221","172"
"20191026","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","103","69","92"
"20191026","18","토","1","0","울산 종합","일광(동해선)","29.950900","207","103","112"
"20191027","14","일","1","0","상주 시민","천안","99.967400","606","446","632"
"20191027","15","일","1","0","창원 축구센터","부전(동해선)","32.817100","211","306","302"
"20191027","16","일","1","0","인천 전용","도원","0.298700","775","1718","510"
"20191102","14","토","1","0","수원 월드컵","신수원","2.482400","454","482","506"
"20191102","16","토","1","0","제주 월드컵","부전(동해선)","99.999999","340","236","357"
"20191102","18","토","1","0","창원 축구센터","부전(동해선)","32.817100","357","212","194"
"20191103","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","225","227","205"
"20191103","15","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20191123","14","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20191123","14","토","1","0","춘천 송암","남춘천","3.455800","362","259","340"
"20191123","15","토","1","0","울산 종합","일광(동해선)","29.950900","182","162","251"
"20191124","14","일","1","0","인천 전용","도원","0.298700","852","1766","302"
"20191124","14","일","1","0","탄천 종합","야탑","0.741000","1456","1769","1927"
"20191124","16","일","1","0","제주 월드컵","부전(동해선)","99.999999","188","182","326"
"20191130","15","토","1","0","상주 시민","천안","99.967400","475","664","521"
"20191130","15","토","1","0","창원 축구센터","부전(동해선)","32.817100","295","294","356"
"20191130","15","토","1","0","탄천 종합","야탑","0.741000","1938","2222","1931"
"20191201","15","일","1","0","울산 종합","일광(동해선)","29.950900","152","89","102"
"20191201","15","일","1","0","전주 월드컵","신창(순천향대)","99.999999","62","131","172"
"20191205","19","목","1","0","부산 구덕","부전(동해선)","6.769000","173","183","143"
"20191208","14","일","1","0","창원 축구센터","부전(동해선)","32.817100","189","220","277"
"20200314","13","토","2","1","고척","구일","0.300200","100","115","145"
"20200314","13","토","2","1","광주","신창(순천향대)","99.999999","9","29","13"
"20200314","13","토","2","1","대구","동래(동해선)","79.416000","35","30","60"
"20200314","13","토","2","1","대전","쌍용(나사렛대)","60.012600","18","64","61"
"20200314","13","토","2","1","창원","부전(동해선)","43.824800","152","141","134"
"20200315","13","일","2","1","고척","구일","0.300200","50","74","86"
"20200315","13","일","2","1","광주","신창(순천향대)","99.999999","5","46","12"
"20200315","13","일","2","1","대구","동래(동해선)","79.416000","24","17","31"
"20200315","13","일","2","1","대전","쌍용(나사렛대)","60.012600","16","38","26"
"20200315","13","일","2","1","창원","부전(동해선)","43.824800","82","85","102"
"20200316","13","월","2","1","고척","구일","0.300200","98","120","136"
"20200316","13","월","2","1","광주","신창(순천향대)","99.999999","40","50","22"
"20200316","13","월","2","1","대구","동래(동해선)","79.416000","38","27","29"
"20200316","13","월","2","1","대전","쌍용(나사렛대)","60.012600","32","62","46"
"20200316","13","월","2","1","창원","부전(동해선)","43.824800","149","90","186"
"20200317","13","화","2","1","고척","구일","0.300200","75","98","151"
"20200317","13","화","2","1","광주","신창(순천향대)","99.999999","16","37","34"
"20200317","13","화","2","1","대구","동래(동해선)","79.416000","38","36","47"
"20200317","13","화","2","1","대전","쌍용(나사렛대)","60.012600","27","38","38"
"20200317","13","화","2","1","창원","부전(동해선)","43.824800","163","100","205"
"20200319","13","목","2","1","고척","구일","0.300200","81","105","120"
"20200319","13","목","2","1","대전","쌍용(나사렛대)","60.012600","34","54","37"
"20200319","13","목","2","1","문학","연수","2.224000","101","102","117"
"20200319","13","목","2","1","수원","화서","2.453800","79","90","115"
"20200319","13","목","2","1","잠실","선릉","2.423500","608","595","625"
"20200320","13","금","2","1","고척","구일","0.300200","113","131","172"
"20200320","13","금","2","1","대전","쌍용(나사렛대)","60.012600","38","48","39"
"20200320","13","금","2","1","문학","연수","2.224000","128","124","132"
"20200320","13","금","2","1","수원","화서","2.453800","113","122","168"
"20200320","13","금","2","1","잠실","선릉","2.423500","645","560","632"
"20200321","13","토","2","1","고척","구일","0.300200","104","140","197"
"20200321","13","토","2","1","대구","동래(동해선)","79.416000","41","39","62"
"20200321","13","토","2","1","문학","연수","2.224000","123","148","168"
"20200321","13","토","2","1","수원","화서","2.453800","140","171","174"
"20200321","13","토","2","1","잠실","선릉","2.423500","375","522","547"
"20200322","13","일","2","1","고척","구일","0.300200","58","78","101"
